timestamp,actual,random_forest,gradient_boosting
2018-10-14 00:00:00+00:00,55.84894047619047,55.60020169355517,55.94042535978714
2018-10-21 00:00:00+00:00,55.762125000000005,55.96815370568723,57.23056416715531
2018-10-28 00:00:00+00:00,58.68471428571428,56.3069730467951,57.539945636907426
2018-11-04 00:00:00+00:00,55.91758928571429,56.0138618150964,54.95705683981861
2018-11-11 00:00:00+00:00,58.16347023809524,56.58463083646025,57.74645983361858
2018-11-18 00:00:00+00:00,59.69608333333333,56.9986259191936,57.831105163535
2018-11-25 00:00:00+00:00,61.5533630952381,59.59862472747975,61.379443028781154
2018-12-02 00:00:00+00:00,62.379154761904765,60.34115632848467,60.72077949286572
2018-12-09 00:00:00+00:00,62.32269047619047,59.27016199315858,59.37070303814
2018-12-16 00:00:00+00:00,63.2435,60.24585783971384,60.896134612296315
2018-12-23 00:00:00+00:00,59.40855952380953,58.93292471492806,59.662320144342225
2018-12-30 00:00:00+00:00,49.07558333333333,54.26877696483364,53.39837968826723
2019-01-06 00:00:00+00:00,53.805875,56.422308993814596,55.17990724474928
2019-01-13 00:00:00+00:00,62.37220238095239,58.54929381168109,58.92847688767376
2019-01-20 00:00:00+00:00,62.42349404761905,60.69721845936623,61.38713014162729
2019-01-27 00:00:00+00:00,63.58701190476191,61.08570916937275,61.38713014162729
2019-02-03 00:00:00+00:00,62.08876785714286,60.97950256143044,61.27484754057595
2019-02-10 00:00:00+00:00,62.35953571428571,59.87465380639098,59.992761117154785
2019-02-17 00:00:00+00:00,60.79900595238095,58.9645610014188,59.2112727720149
2019-02-24 00:00:00+00:00,59.46751785714285,58.73028171340854,59.250334704347196
2019-03-03 00:00:00+00:00,58.48182142857143,58.466083137561384,59.2112727720149
2019-03-10 00:00:00+00:00,58.99095238095238,57.778007279236164,58.10043535164644
2019-03-17 00:00:00+00:00,60.07891071428571,57.77880844935565,59.250334704347196
2019-03-24 00:00:00+00:00,57.6493630952381,57.760174278558935,59.2112727720149
2019-03-31 00:00:00+00:00,56.7715119047619,55.30529806831806,55.65214805135392
2019-04-07 00:00:00+00:00,56.43385714285715,55.021350469397404,54.95169512564918
2019-04-14 00:00:00+00:00,56.76597023809524,55.1775179250921,55.65214805135392
2019-04-21 00:00:00+00:00,51.65626190476191,54.79030248056097,54.95169512564918
2019-04-28 00:00:00+00:00,52.33675,54.613122454328995,55.38498827024981
2019-05-05 00:00:00+00:00,53.123172619047615,53.97695491604249,54.21581887958649
2019-05-12 00:00:00+00:00,56.023577380952375,53.889798775849634,54.202326160656966
2019-05-19 00:00:00+00:00,55.28559523809523,54.59492185193939,55.65214805135392
2019-05-26 00:00:00+00:00,54.94535119047619,54.25702842826244,54.353631334376686
2019-06-02 00:00:00+00:00,51.30880357142858,54.389612137262986,55.040864931463055
2019-06-09 00:00:00+00:00,54.52816071428571,54.7181566213814,55.76618493112
2019-06-16 00:00:00+00:00,52.28670833333333,54.74401422711184,55.5347854722464
2019-06-23 00:00:00+00:00,52.54121428571428,54.63389593600789,55.688094212052135
2019-06-30 00:00:00+00:00,55.95528571428571,54.44459555600216,55.32679728765141
2019-07-07 00:00:00+00:00,55.17963095238096,54.877983927368874,55.56348465326248
2019-07-14 00:00:00+00:00,53.908166666666666,54.55494630621226,54.34418365676856
2019-07-21 00:00:00+00:00,53.511964285714285,54.33382592531542,54.334994560539926
2019-07-28 00:00:00+00:00,54.20710119047619,54.67115935114069,55.300081875388855
2019-08-04 00:00:00+00:00,52.39210119047619,54.67000378176307,55.27864023742436
2019-08-11 00:00:00+00:00,52.01905357142856,54.070143813519614,54.71706840840911
2019-08-18 00:00:00+00:00,51.1552380952381,53.81369186504654,53.996136522839365
2019-08-25 00:00:00+00:00,51.83813095238096,54.199318834517555,54.813986260251156
2019-09-01 00:00:00+00:00,54.09197023809524,54.14934835359591,54.66885437100222
2019-09-08 00:00:00+00:00,52.44316071428571,54.535174172566094,55.115506952157986
2019-09-15 00:00:00+00:00,53.348488095238096,54.52197182014263,54.85682713968791
2019-09-22 00:00:00+00:00,53.22254761904762,55.18471532723851,57.02009492703609
2019-09-29 00:00:00+00:00,54.82947619047619,54.73139221885651,55.757392338051304
2019-10-06 00:00:00+00:00,52.33063095238096,54.62059368478505,54.905256948014355
2019-10-13 00:00:00+00:00,55.80170833333333,55.339550805540355,55.07443586420372
2019-10-20 00:00:00+00:00,56.13279166666666,55.46522585493104,55.39144842632904
2019-10-27 00:00:00+00:00,56.48441071428571,56.524302289567615,57.3313508747185
2019-11-03 00:00:00+00:00,55.02963095238095,55.34917164506223,55.47609375624546
2019-11-10 00:00:00+00:00,58.15936309523809,56.95259486547337,57.32821343415551
2019-11-17 00:00:00+00:00,59.11223809523809,57.85853253463711,57.90791007939645
2019-11-24 00:00:00+00:00,59.73594047619048,58.47510016119853,59.356848293477114
2019-12-01 00:00:00+00:00,59.84283333333333,58.84118899382471,59.12216981546489
2019-12-08 00:00:00+00:00,61.05929761904762,59.912943249224284,59.766761430147056
2019-12-15 00:00:00+00:00,61.24219047619048,60.32104378226261,59.617165384359794
2019-12-22 00:00:00+00:00,56.83676785714285,59.03718544852948,59.4122004175863
2019-12-29 00:00:00+00:00,46.50530952380952,54.0261910430909,51.19397064530793
2020-01-05 00:00:00+00:00,50.16170238095238,56.86366297325812,53.78858537137938
2020-01-12 00:00:00+00:00,59.07759523809524,58.08116440522193,57.68638545768214
2020-01-19 00:00:00+00:00,60.36169642857143,58.940957936809696,59.18483450340793
2020-01-26 00:00:00+00:00,60.89373214285715,60.640943304863384,61.20109065400548
2020-02-02 00:00:00+00:00,60.83919642857144,59.596212484031724,59.436374191969
2020-02-09 00:00:00+00:00,60.259839285714285,59.16073237506325,59.250334704347196
2020-02-16 00:00:00+00:00,60.845125,59.07379139230376,59.2112727720149
2020-02-23 00:00:00+00:00,59.787327380952384,58.74603097358903,59.250334704347196
2020-03-01 00:00:00+00:00,58.8991369047619,58.69559877411753,59.296679718605965
2020-03-08 00:00:00+00:00,58.68847023809524,59.00769692233176,59.45186193178692
2020-03-15 00:00:00+00:00,58.534238095238095,58.75674216605148,58.57523929609074
2020-03-22 00:00:00+00:00,55.37274404761904,57.610228849775716,57.854859222603004
2020-03-29 00:00:00+00:00,53.47198214285714,56.62071454920655,57.51559536819275
2020-04-05 00:00:00+00:00,52.84526785714285,55.84650316387924,55.90148527046072
2020-04-12 00:00:00+00:00,47.21088690476191,55.86786256959867,56.9700476943089
2020-04-19 00:00:00+00:00,47.41569642857143,54.06600537367942,53.731185993093
2020-04-26 00:00:00+00:00,50.17241666666667,53.799188597760974,53.858260003402336
2020-05-03 00:00:00+00:00,48.16190476190476,53.9389387083875,53.8781597398718
2020-05-10 00:00:00+00:00,49.59077976190476,54.38148541596332,55.30998890596635
2020-05-17 00:00:00+00:00,50.92697619047619,54.47614018646263,55.30998890596635
2020-05-24 00:00:00+00:00,47.43964285714286,54.27784954704655,54.81667838481845
2020-05-31 00:00:00+00:00,49.52760714285715,53.612769765240564,53.70489896706691
2020-06-07 00:00:00+00:00,48.776244047619045,53.610273777683545,54.48157976597746
2020-06-14 00:00:00+00:00,48.21974404761905,53.3435179564846,53.81848025844672
2020-06-21 00:00:00+00:00,49.81394642857144,53.41760549575957,53.75890045770973
2020-06-28 00:00:00+00:00,50.48079166666666,53.88963680154247,55.17231838616149
2020-07-05 00:00:00+00:00,51.458875,53.90004199505853,54.714018583574145
2020-07-12 00:00:00+00:00,51.25257738095239,53.41617994902529,53.7580450410107
2020-07-19 00:00:00+00:00,50.89618452380952,53.408880946957424,53.80274988168771
2020-07-26 00:00:00+00:00,50.4757380952381,53.47669040359351,54.38907110022775
2020-08-02 00:00:00+00:00,50.04939285714286,53.267621903855165,53.725971592697015
2020-08-09 00:00:00+00:00,49.45092261904762,53.22412590126416,53.725971592697015
2020-08-16 00:00:00+00:00,52.07673809523809,53.292353765145926,53.725971592697015
2020-08-23 00:00:00+00:00,51.87205952380952,53.47795461688073,53.725971592697015
2020-08-30 00:00:00+00:00,51.653375,53.379049454633915,54.2189170894111
2020-09-06 00:00:00+00:00,51.617744047619055,53.368671498977825,53.59889758238768
2020-09-13 00:00:00+00:00,51.50763095238095,53.52029522250507,53.725971592697015
2020-09-20 00:00:00+00:00,52.18132738095238,53.605571879855404,53.725971592697015
2020-09-27 00:00:00+00:00,53.41193452380952,53.88609231773371,54.72416971906875
2020-10-04 00:00:00+00:00,57.41031944444444,53.84002282782517,53.90065739536507
